E T Indicator
0.98 1618 3
0.76 1619 3
0.75 1620 3
0.84 1621 3
0.87 1622 3
1.06 1623 3
0.98 1624 3
0.71 1625 3
0.74 1626 3
0.78 1627 3
0.80 1628 3
0.91 1629 3
0.83 1630 3
0.78 1631 3
-0.03 1632 3
2.73 1633 3
-2.01 1634 3
-1.06 1635 3
0.08 1636 3
0.06 1637 3
-0.03 1638 3
-0.23 1639 3
-0.18 1640 3
-0.15 1641 3
-0.11 1642 3
-0.05 1643 3
-0.13 1644 3
-0.04 1645 3
0.01 1646 3
-0.21 1647 3
-0.12 1648 3
-0.09 1649 3
0.00 1650 3
-0.14 1651 3
-0.47 1652 3
-0.07 1653 3
-0.16 1654 3
0.18 1655 3
-0.16 1656 3
-0.04 1657 3
-0.06 1658 3
-0.07 1659 3
-0.15 1660 3
-0.06 1661 3
0.00 1662 3
-0.00 1663 3
-0.08 1664 3
0.04 1665 3
-0.07 1666 3
-0.10 1667 3
0.04 1668 3
0.04 1669 3
-0.33 1670 3
-0.17 1671 3
-0.42 1672 3
-0.22 1673 3
-0.02 1674 3
-0.22 1675 3
0.06 1676 3
-0.04 1677 3
0.00 1678 3
-0.02 1679 3
0.06 1680 3
0.11 1681 3
-0.16 1682 3
-0.27 1683 3
0.13 1684 3
-0.16 1685 3
-0.11 1686 3
0.35 1687 3
5.40 1688 3
0.39 1689 3
-0.01 1690 3
0.54 1691 3
0.54 1692 3
0.46 1693 3
0.06 1694 3
0.65 1695 3
0.32 1696 3
0.19 1697 3
0.59 1698 3
-0.23 1699 3
0.22 1700 3
11.69 1701 3
-0.47 1702 3
-5.29 1703 3
-4.79 1704 3
-3.58 1705 3
-0.50 1706 3
-2.12 1707 3
0.22 1708 3
0.46 1709 3
-0.93 1710 3
1.12 1711 3
0.41 1712 3
0.70 1713 3
-0.05 1714 3
-0.11 1715 3
0.44 1716 3
-0.29 1717 3
-0.87 1718 3
190.53 1719 3
2.41 1720 3
0.44 1721 3
-0.22 1722 3
1.77 1723 3
0.14 1724 3
-0.16 1725 3
0.54 1726 3
-0.17 1727 3
-0.20 1728 3
1.14 1729 3
-0.05 1730 3
0.03 1731 3
-5.37 1732 3
0.40 1733 3
-0.33 1734 3
-0.28 1735 3
-0.29 1736 3
0.08 1737 3
0.01 1738 3
-0.44 1739 3
-0.67 1740 3
0.29 1741 3
-0.39 1742 3
-1.40 1743 3
0.33 1744 3
0.29 1745 3
-0.10 1746 3
-8.88 1747 3
0.13 1748 3
0.37 1749 3
0.36 1750 3
-0.67 1751 3
0.20 1752 3
0.25 1753 3
0.21 1754 3
0.20 1755 3
13.88 1756 3
0.95 1757 3
-0.40 1758 3
0.14 1759 3
-0.09 1760 3
-4.13 1761 3
0.44 1762 3
-0.26 1763 3
0.00 1764 3
2.00 1765 3
-0.21 1766 3
0.23 1767 3
0.77 1768 3
-0.39 1769 3
-1.58 1770 3
-0.71 1771 3
-0.13 1772 3
2.16 1773 3
8.07 1774 3
2.14 1775 3
-0.34 1776 3
-3.05 1777 3
-1.40 1778 3
0.27 1779 3
-0.60 1780 3
-0.72 1781 3
0.88 1782 3
0.16 1783 3
-0.57 1784 3
-1.27 1785 3
21.49 1786 3
-0.36 1787 3
-0.64 1788 3
1.36 1789 3
6.46 1790 3
0.45 1791 3
-0.56 1792 3
-0.29 1793 3
0.07 1794 3
-0.23 1795 3
0.51 1796 3
1.44 1797 3
30.76 1798 3
-0.13 1799 3
-392.22 1800 3
-0.09 1801 3
-1.04 1802 3
1.54 1803 3
0.65 1804 3
-25.51 1805 3
-0.65 1806 3
0.16 1807 3
0.07 1808 3
0.11 1809 3
0.57 1810 3
-1.60 1811 3
0.24 1812 3
0.27 1813 3
-0.42 1814 3
0.14 1815 3
-0.31 1816 3
-0.07 1817 3
-0.43 1818 3
-0.06 1819 3
0.44 1820 3
0.11 1821 3
1.03 1822 3
-0.34 1823 3
0.69 1824 3
0.10 1825 3
2.63 1826 3
-0.08 1827 3
-0.20 1828 3
0.32 1829 3
15.43 1830 3
0.64 1831 3
0.14 1832 3
5.56 1833 3
2.72 1834 3
0.83 1835 3
-5.44 1836 3
-0.44 1837 3
23.21 1838 3
-0.73 1839 3
-1.25 1840 3
-2.78 1841 3
0.02 1842 3
-0.32 1843 3
-4.79 1844 3
-0.35 1845 3
-0.47 1846 3
0.55 1847 3
-0.31 1848 3
3.24 1849 3
-7.46 1850 3
-0.19 1851 3
1.97 1852 3
-0.58 1853 3
-0.71 1854 3
-0.75 1855 3
-0.21 1856 3
-0.38 1857 3
0.14 1858 3
-2.86 1859 3
10851.00 1860 3
0.72 1861 3
-12.00 1862 3
-0.40 1863 3
1.46 1864 3
-1.77 1865 3
0.10 1866 3
0.62 1867 3
1.38 1868 3
-0.07 1869 3
-0.78 1870 3
0.50 1871 3
0.08 1872 3
-2.51 1873 3
0.50 1874 3
-1.66 1875 3
-1.64 1876 3
0.20 1877 3
0.30 1878 3
0.21 1879 3
-0.54 1880 3
0.03 1881 3
-0.47 1882 3
-0.09 1883 3
0.54 1884 3
0.28 1885 3
-0.61 1886 3
0.07 1887 3
0.84 1888 3
0.39 1889 3
-11.66 1890 3
1.93 1891 3
0.52 1892 3
0.83 1893 3
0.75 1894 3
-1.15 1895 3
7.00 1896 3
0.18 1897 3
0.88 1898 3
0.06 1899 3
1.49 1900 3
0.12 1901 3
-0.40 1902 3
0.99 1903 3
0.99 1904 3
-0.09 1905 3
-1.26 1906 3
-1.56 1907 3
-0.96 1908 3
0.47 1909 3
0.30 1910 3
-0.46 1911 3
-1.90 1912 3
-0.62 1913 3
-0.74 1914 3
0.13 1915 3
-0.04 1916 3
-1.68 1917 3
34.27 1918 3
0.09 1919 3
1.09 1920 3
-1.69 1921 3
0.77 1922 3
-1.25 1923 3
0.76 1924 3
0.07 1925 3
1.73 1926 3
0.04 1927 3
-1.14 1928 3
-0.03 1929 3
-1.17 1930 3
-0.15 1931 3
1.15 1932 3
-0.93 1933 3
27.09 1934 3
-1.97 1935 3
1.90 1936 3
0.04 1937 3
0.71 1938 3
5.95 1939 3
0.06 1940 3
0.36 1941 3
-0.25 1942 3
0.22 1943 3
0.61 1944 3
0.17 1945 3
1.14 1946 3
0.07 1947 3
0.45 1948 3
-0.80 1949 3
0.63 1950 3
0.04 1951 3
-0.00 1952 3
0.31 1953 3
-2.43 1954 3
0.12 1955 3
-0.39 1956 3
-0.38 1957 3
-0.07 1958 3
0.53 1959 3
0.41 1960 3
0.76 1961 3
0.99 1962 3
-0.05 1963 3
0.80 1964 3
-0.52 1965 3
-0.45 1966 3
0.75 1967 3
-0.12 1968 3
-0.88 1969 3
0.50 1970 3
-0.95 1971 3
0.52 1972 3
0.31 1973 3
-0.66 1974 3
-1.60 1975 3
0.60 1976 3
0.44 1977 3
0.73 1978 3
1.02 1979 3
0.22 1980 3
0.24 1981 3
-2.19 1982 3
17.45 1983 3
-0.32 1984 3
-0.32 1985 3
0.13 1986 3
-0.22 1987 3
-0.71 1988 3
3.06 1989 3
0.42 1990 3
3.22 1991 3
0.18 1992 3
1.58 1993 3
-0.45 1994 3
-1.92 1995 3
-0.33 1996 3
0.20 1997 3
-0.82 1998 3
0.76 1999 3
3.80 2000 3
1.06 2001 3
0.38 2002 3
1.45 2003 3
-0.28 2004 3
0.16 2005 3
-0.15 2006 3
-0.07 2007 3
0.18 2008 3
-0.98 2009 3
-1.36 2010 3
-1.39 2011 3
-9.54 2012 3
-0.72 2013 3
0.62 2014 3
-0.83 2015 3
0.20 2016 3
-0.31 2017 3
-2.11 2018 3
0.45 2019 3
-0.17 2020 3
-0.80 2021 3
4.19 2022 3
0.45 2023 3
0.63 2024 3
-1.08 2025 3
-0.32 2026 3
0.24 2027 3
4.70 2028 3
0.21 2029 3
-0.10 2030 3
-0.39 2031 3
0.61 2032 3
-1.97 2033 3
0.69 2034 3
0.14 2035 3
-0.28 2036 3
0.09 2037 3
0.58 2038 3
-0.40 2039 3
0.01 2040 3
0.77 2041 3
-0.44 2042 3
31.11 2043 3
0.43 2044 3
-1.20 2045 3
-0.61 2046 3
-0.27 2047 3
-0.29 2048 3
-0.22 2049 3
-0.50 2050 3
-0.57 2051 3
5.17 2052 3
0.99 2053 3
0.21 2054 3
-0.16 2055 3
0.34 2056 3
-0.51 2057 3
-0.77 2058 3
-1.65 2059 3
0.80 2060 3
4.67 2061 3
0.30 2062 3
-3.58 2063 3
0.22 2064 3
-0.18 2065 3
-0.29 2066 3
0.45 2067 3
2.02 2068 3
-0.63 2069 3
0.10 2070 3
-0.09 2071 3
2.41 2072 3
1.31 2073 3
-0.43 2074 3
2.22 2075 3
-38.97 2076 3
20.23 2077 3
0.43 2078 3
-0.26 2079 3
-0.25 2080 3
-0.03 2081 3
-1.28 2082 3
-1.66 2083 3
0.40 2084 3
-0.10 2085 3
0.14 2086 3
0.52 2087 3
-0.73 2088 3
-0.35 2089 3
0.25 2090 3
-0.88 2091 3
7.27 2092 3
-2.48 2093 3
-0.39 2094 3
1.30 2095 3
-0.35 2096 3
0.08 2097 3
-0.55 2098 3
0.38 2099 3
-0.70 2100 3
-0.41 2101 3
0.50 2102 3
0.24 2103 3
15.49 2104 3
0.51 2105 3
0.04 2106 3
0.15 2107 3
5.49 2108 3
-0.19 2109 3
-0.34 2110 3
-0.17 2111 3
423.42 2112 3
-1.96 2113 3
-0.11 2114 3
-0.30 2115 3
1.37 2116 3
-0.31 2117 3
0.14 2118 3
0.16 2119 3
0.27 2120 3
0.03 2121 3
-0.57 2122 3
0.42 2123 3
0.40 2124 3
-0.26 2125 3
-0.08 2126 3
0.36 2127 3
-0.39 2128 3
0.05 2129 3
-0.47 2130 3
0.12 2131 3
0.16 2132 3
0.02 2133 3
-1.57 2134 3
-0.12 2135 3
-2.05 2136 3
0.13 2137 3
0.47 2138 3
-11.44 2139 3
-5.28 2140 3
-0.25 2141 3
0.11 2142 3
0.23 2143 3
0.06 2144 3
0.06 2145 3
-4.33 2146 3
-0.15 2147 3
-0.03 2148 3
-0.02 2149 3
-0.25 2150 3
-0.25 2151 3
0.08 2152 3
-1.01 2153 3
-0.03 2154 3
6.64 2155 3
0.26 2156 3
-1.40 2157 3
-0.14 2158 3
-0.87 2159 3
19.27 2160 3
-3.99 2161 3
-0.32 2162 3
-0.26 2163 3
0.01 2164 3
-0.85 2165 3
0.33 2166 3
-0.13 2167 3
0.01 2168 3
0.41 2169 3
-1.30 2170 3
-2.71 2171 3
1.17 2172 3
-0.16 2173 3
-1.68 2174 3
-2.67 2175 3
37.25 2176 3
1.78 2177 3
0.18 2178 3
0.08 2179 3
-0.20 2180 3
-0.15 2181 3
-0.49 2182 3
0.08 2183 3
-0.53 2184 3
0.30 2185 3
-0.15 2186 3
-0.42 2187 3
0.16 2188 3
0.06 2189 3
-0.39 2190 3
-10.17 2191 3
-1.30 2192 3
-2.57 2193 3
0.40 2194 3
-0.97 2195 3
-0.32 2196 3
-1.44 2197 3
0.35 2198 3
9.97 2199 3
0.24 2200 3
5.50 2201 3
0.37 2202 3
-0.30 2203 3
0.00 2204 3
0.42 2205 3
-0.16 2206 3
0.49 2207 3
0.78 2208 3
0.25 2209 3
0.30 2210 3
-0.25 2211 3
1.00 2212 3
0.08 2213 3
0.03 2214 3
-0.22 2215 3
-0.45 2216 3
-0.04 2217 3
-0.26 2218 3
0.24 2219 3
0.11 2220 3
-0.16 2221 3
0.17 2222 3
-3.77 2223 3
-0.17 2224 3
-0.64 2225 3
-0.90 2226 3
-0.25 2227 3
-0.10 2228 3
13.39 2229 3
-0.27 2230 3
0.27 2231 3
-0.69 2232 3
0.51 2233 3
-0.03 2234 3
-0.07 2235 3
-0.41 2236 3
-0.03 2237 3
-0.99 2238 3
-0.57 2239 3
0.02 2240 3
-1.01 2241 3
0.29 2242 3
-5.66 2243 3
-0.40 2244 3
-0.42 2245 3
2.94 2246 3
0.13 2247 3
-0.72 2248 3
0.42 2249 3
2.40 2250 3
0.13 2251 3
-0.08 2252 3
2.97 2253 3
-2.25 2254 3
-0.39 2255 3
1.54 2256 3
-0.55 2257 3
-0.31 2258 3
11.43 2259 3
0.11 2260 3
-1.01 2261 3
0.20 2262 3
-0.02 2263 3
-0.25 2264 3
0.49 2265 3
0.25 2266 3
-0.06 2267 3
-0.11 2268 3
0.56 2269 3
0.98 2270 3
0.32 2271 3
-0.64 2272 3
-0.79 2273 3
-0.55 2274 3
-3.59 2275 3
-16.17 2276 3
-8.43 2277 3
2.83 2278 3
-0.11 2279 3
-0.09 2280 3
1.25 2281 3
0.47 2282 3
0.60 2283 3
0.51 2284 3
-0.03 2285 3
0.46 2286 3
-1.87 2287 3
2.84 2288 3
-0.17 2289 3
-0.36 2290 3
-0.97 2291 3
0.30 2292 3
0.13 2293 3
-0.13 2294 3
3.02 2295 3
-0.41 2296 3
-0.13 2297 3
0.33 2298 3
0.02 2299 3
0.05 2300 3
0.40 2301 3
1.66 2302 3
0.82 2303 3
0.63 2304 3
-16.51 2305 3
0.32 2306 3
1.85 2307 3
-0.02 2308 3
0.16 2309 3
0.13 2310 3
5.56 2311 3
-0.23 2312 3
0.36 2313 3
5.59 2314 3
0.34 2315 3
-1.01 2316 3
-4.66 2317 3
-1.21 2318 3
-3.34 2319 3
-2.06 2320 3
1.34 2321 3
-0.76 2322 3
1.28 2323 3
0.24 2324 3
0.14 2325 3
1.17 2326 3
-1.12 2327 3
0.16 2328 3
-0.28 2329 3
-0.29 2330 3
-0.18 2331 3
-0.20 2332 3
-0.26 2333 3
0.06 2334 3
0.16 2335 3
0.07 2336 3
0.09 2337 3
-0.23 2338 3
0.48 2339 3
-4.22 2340 3
0.21 2341 3
0.61 2342 3
0.43 2343 3
-0.47 2344 3
-0.06 2345 3
0.67 2346 3
-0.02 2347 3
-0.22 2348 3
-0.87 2349 3
-2.21 2350 3
5.71 2351 3
-30.00 2352 3
-0.54 2353 3
5.27 2354 3
0.10 2355 3
0.13 2356 3
-0.35 2357 3
0.32 2358 3
-0.51 2359 3
-0.00 2360 3
-0.25 2361 3
0.04 2362 3
-0.65 2363 3
4.53 2364 3
-0.63 2365 3
-0.44 2366 3
-0.54 2367 3
-0.88 2368 3
-0.21 2369 3
-1.25 2370 3
1.57 2371 3
-1.78 2372 3
1.75 2373 3
2.70 2374 3
-0.44 2375 3
0.19 2376 3
-0.63 2377 3
-0.06 2378 3
-2.22 2379 3
9.52 2380 3
-0.34 2381 3
-0.96 2382 3
0.10 2383 3
-3.03 2384 3
0.64 2385 3
0.17 2386 3
-0.05 2387 3
0.52 2388 3
-0.17 2389 3
-1.15 2390 3
0.09 2391 3
-0.88 2392 3
-0.26 2393 3
-0.75 2394 3
3.89 2395 3
0.27 2396 3
2.50 2397 3
0.24 2398 3
-0.27 2399 3
-0.03 2400 3
0.14 2401 4
0.27 2402 4
0.77 2403 4
0.83 2404 4
0.68 2405 4
0.49 2406 4
0.59 2407 4
1.02 2408 4
0.54 2409 4
0.73 2410 4
1.11 2411 4
0.92 2412 4
0.91 2413 4
1.36 2414 4
0.65 2415 4
0.69 2416 4
1.08 2417 4
0.74 2418 4
0.84 2419 4
0.60 2420 4
0.52 2421 4
0.73 2422 4
0.41 2423 4
0.75 2424 4
0.83 2425 4
0.90 2426 4
0.65 2427 4
0.42 2428 4
0.30 2429 4
4.47 2430 4
1.64 2431 4
0.21 2432 4
0.92 2433 4
0.23 2434 4
0.92 2435 4
0.70 2436 4
1.08 2437 4
0.96 2438 4
0.83 2439 4
0.54 2440 4
0.62 2441 4
0.69 2442 4
0.70 2443 4
0.90 2444 4
0.85 2445 4
0.84 2446 4
0.61 2447 4
0.83 2448 4
0.57 2449 4
0.92 2450 4
0.56 2451 4
0.76 2452 4
0.40 2453 4
0.93 2454 4
0.66 2455 4
0.67 2456 4
0.76 2457 4
0.60 2458 4
0.76 2459 4
0.63 2460 4
0.83 2461 4
0.44 2462 4
0.67 2463 4
0.89 2464 4
0.70 2465 4
0.76 2466 4
1.03 2467 4
0.88 2468 4
1.14 2469 4
0.82 2470 4
1.02 2471 4
0.80 2472 4
1.18 2473 4
0.56 2474 4
0.62 2475 4
1.09 2476 4
0.70 2477 4
0.67 2478 4
0.61 2479 4
0.80 2480 4
0.56 2481 4
0.85 2482 4
0.57 2483 4
0.60 2484 4
0.80 2485 4
0.91 2486 4
0.97 2487 4
0.69 2488 4
0.69 2489 4
0.95 2490 4
0.68 2491 4
0.74 2492 4
0.93 2493 4
0.83 2494 4
0.62 2495 4
0.63 2496 4
0.72 2497 4
0.62 2498 4
0.58 2499 4
0.54 2500 4
0.95 2501 4
1.25 2502 4
0.52 2503 4
0.52 2504 4
0.68 2505 4
0.73 2506 4
0.68 2507 4
0.61 2508 4
0.76 2509 4
0.54 2510 4
0.73 2511 4
0.64 2512 4
0.52 2513 4
0.63 2514 4
0.73 2515 4
0.76 2516 4
0.67 2517 4
0.75 2518 4
0.59 2519 4
0.40 2520 4
0.89 2521 4
0.80 2522 4
0.96 2523 4
0.74 2524 4
0.82 2525 4
0.82 2526 4
0.76 2527 4
0.92 2528 4
0.75 2529 4
0.63 2530 4
0.87 2531 4
0.45 2532 4
-0.15 2533 4
0.67 2534 4
0.73 2535 4
0.42 2536 4
1.04 2537 4
0.75 2538 4
0.63 2539 4
0.79 2540 4
0.75 2541 4
0.86 2542 4
0.72 2543 4
0.40 2544 4
0.82 2545 4
0.76 2546 4
0.48 2547 4
0.94 2548 4
0.59 2549 4
0.73 2550 4
0.73 2551 4
0.81 2552 4
0.53 2553 4
0.68 2554 4
0.45 2555 4
0.80 2556 4
0.53 2557 4
0.81 2558 4
0.85 2559 4
0.54 2560 4
0.49 2561 4
0.68 2562 4
0.45 2563 4
0.83 2564 4
0.55 2565 4
0.42 2566 4
0.47 2567 4
0.56 2568 4
0.73 2569 4
0.89 2570 4
0.98 2571 4
0.62 2572 4
0.77 2573 4
0.86 2574 4
0.74 2575 4
0.72 2576 4
0.42 2577 4
0.84 2578 4
0.47 2579 4
0.71 2580 4
0.61 2581 4
0.50 2582 4
0.38 2583 4
0.59 2584 4
-0.07 2585 4
0.18 2586 4
0.63 2587 4
0.78 2588 4
0.74 2589 4
0.50 2590 4
0.37 2591 4
0.35 2592 4
0.54 2593 4
0.31 2594 4
0.65 2595 4
0.59 2596 4
2.28 2597 4
0.72 2598 4
1.01 2599 4
0.63 2600 4
0.13 2601 4
0.72 2602 4
0.59 2603 4
0.57 2604 4
0.58 2605 4
0.60 2606 4
0.68 2607 4
1.56 2608 4
0.53 2609 4
0.43 2610 4
0.60 2611 4
0.99 2612 4
0.65 2613 4
0.75 2614 4
0.86 2615 4
1.27 2616 4
0.79 2617 4
0.56 2618 4
0.83 2619 4
0.01 2620 4
0.39 2621 4
0.37 2622 4
0.51 2623 4
0.45 2624 4
0.26 2625 4
0.65 2626 4
0.74 2627 4
0.84 2628 4
-0.17 2629 4
-0.11 2630 4
-0.71 2631 4
-0.30 2632 4
0.00 2633 4
0.20 2634 4
-0.14 2635 4
-0.10 2636 4
-0.34 2637 4
0.17 2638 4
-0.26 2639 4
-0.25 2640 4
-0.30 2641 4
0.09 2642 4
0.13 2643 4
-0.18 2644 4
-0.43 2645 4
0.08 2646 4
0.22 2647 4
-0.16 2648 4
-0.78 2649 4
0.02 2650 4
-1.07 2651 4
0.20 2652 4
-1.10 2653 4
4.98 2654 4
-0.66 2655 4
0.87 2656 4
0.06 2657 4
-0.06 2658 4
0.00 2659 4
0.20 2660 4
0.00 2661 4
0.26 2662 4
1.28 2663 4
-0.11 2664 4
-0.01 2665 4
-0.15 2666 4
-0.26 2667 4
-0.23 2668 4
0.02 2669 4
-0.02 2670 4
-0.17 2671 4
-0.10 2672 4
-0.00 2673 4
-0.08 2674 4
-0.01 2675 4
-0.18 2676 4
-0.18 2677 4
-0.09 2678 4
-0.07 2679 4
-0.02 2680 4
-0.03 2681 4
-0.28 2682 4
-0.20 2683 4
0.05 2684 4
0.01 2685 4
-0.06 2686 4
0.05 2687 4
-0.24 2688 4
-0.09 2689 4
-0.06 2690 4
-0.10 2691 4
-0.12 2692 4
-0.24 2693 4
-0.11 2694 4
-0.06 2695 4
0.04 2696 4
-0.13 2697 4
-0.08 2698 4
-0.01 2699 4
-0.27 2700 4
0.00 2701 4
-0.17 2702 4
-0.16 2703 4
-0.06 2704 4
-0.22 2705 4
-0.01 2706 4
-0.22 2707 4
-0.09 2708 4
-0.21 2709 4
-0.22 2710 4
-0.02 2711 4
-0.12 2712 4
-0.15 2713 4
-0.05 2714 4
-0.01 2715 4
-0.27 2716 4
-0.07 2717 4
-0.11 2718 4
-0.07 2719 4
-0.51 2720 4
-0.20 2721 4
0.06 2722 4
-0.08 2723 4
-0.24 2724 4
-0.01 2725 4
-0.22 2726 4
-0.10 2727 4
-0.13 2728 4
-0.29 2729 4
-0.24 2730 4
-0.18 2731 4
-0.16 2732 4
0.04 2733 4
-0.01 2734 4
0.00 2735 4
-0.00 2736 4
0.13 2737 4
0.56 2738 4
0.30 2739 4
-0.21 2740 4
0.36 2741 4
-0.27 2742 4
-1.27 2743 4
-0.43 2744 4
-0.05 2745 4
1.21 2746 4
-3.33 2747 4
0.21 2748 4
-1.69 2749 4
0.39 2750 4
0.22 2751 4
-0.20 2752 4
0.38 2753 4
0.06 2754 4
0.10 2755 4
-1.35 2756 4
0.19 2757 4
0.14 2758 4
-0.05 2759 4
0.06 2760 4
-0.93 2761 4
0.15 2762 4
25.46 2763 4
-1.44 2764 4
-0.47 2765 4
0.08 2766 4
-10.73 2767 4
0.02 2768 4
-0.39 2769 4
-1.33 2770 4
-1.15 2771 4
-1.37 2772 4
-0.62 2773 4
-9.65 2774 4
0.21 2775 4
0.09 2776 4
-3.42 2777 4
-0.22 2778 4
-2.24 2779 4
-1.39 2780 4
0.10 2781 4
-0.44 2782 4
0.30 2783 4
2.12 2784 4
-1.32 2785 4
0.11 2786 4
0.34 2787 4
-3.65 2788 4
-0.21 2789 4
-0.30 2790 4
-0.45 2791 4
-0.02 2792 4
0.21 2793 4
0.19 2794 4
-0.29 2795 4
0.08 2796 4
0.28 2797 4
-0.00 2798 4
0.70 2799 4
-0.16 2800 4
1.29 2801 4
-0.19 2802 4
-0.76 2803 4
0.51 2804 4
-3.22 2805 4
0.39 2806 4
0.05 2807 4
-0.02 2808 4
0.21 2809 4
0.16 2810 4
0.43 2811 4
-0.17 2812 4
-3.28 2813 4
-0.20 2814 4
-0.84 2815 4
-1.10 2816 4
-0.17 2817 4
-0.22 2818 4
-6.16 2819 4
-0.40 2820 4
-0.48 2821 4
-0.22 2822 4
-0.84 2823 4
-3.21 2824 4
1.42 2825 4
-0.85 2826 4
0.28 2827 4
-1.88 2828 4
-0.29 2829 4
0.09 2830 4
0.49 2831 4
-0.17 2832 4
0.46 2833 4
-0.84 2834 4
0.91 2835 4
-0.41 2836 4
0.55 2837 4
0.39 2838 4
0.21 2839 4
3.84 2840 4
-0.30 2841 4
0.14 2842 4
-0.46 2843 4
0.32 2844 4
-0.52 2845 4
-0.10 2846 4
-0.26 2847 4
0.04 2848 4
0.61 2849 4
-0.39 2850 4
1.06 2851 4
-0.07 2852 4
0.03 2853 4
-0.44 2854 4
-0.01 2855 4
-0.14 2856 4
-0.31 2857 4
-0.09 2858 4
0.03 2859 4
-2.43 2860 4
-48.66 2861 4
1.25 2862 4
-0.02 2863 4
-0.01 2864 4
-0.03 2865 4
1.92 2866 4
-0.27 2867 4
-0.65 2868 4
6.17 2869 4
-0.60 2870 4
3.56 2871 4
-1.34 2872 4
-0.68 2873 4
-0.97 2874 4
-0.36 2875 4
0.09 2876 4
-15.55 2877 4
0.09 2878 4
-0.52 2879 4
-0.20 2880 4
-0.55 2881 4
0.11 2882 4
-1.62 2883 4
0.32 2884 4
-0.93 2885 4
0.05 2886 4
-0.16 2887 4
8.05 2888 4
0.36 2889 4
-1.53 2890 4
-1.65 2891 4
1.56 2892 4
-0.19 2893 4
-0.04 2894 4
-0.07 2895 4
-1.97 2896 4
-19.94 2897 4
8.25 2898 4
-0.36 2899 4
-0.23 2900 4
-0.06 2901 4
-0.46 2902 4
-0.05 2903 4
2.64 2904 4
3.31 2905 4
0.07 2906 4
-0.35 2907 4
1.15 2908 4
-1.02 2909 4
-1.03 2910 4
-0.42 2911 4
-0.23 2912 4
5.79 2913 4
-0.12 2914 4
0.12 2915 4
-0.17 2916 4
-0.36 2917 4
0.12 2918 4
-0.24 2919 4
0.13 2920 4
-0.41 2921 4
2.27 2922 4
-0.47 2923 4
0.12 2924 4
-1.20 2925 4
0.25 2926 4
-0.51 2927 4
-0.43 2928 4
11.73 2929 4
0.69 2930 4
-2.66 2931 4
1.92 2932 4
0.06 2933 4
-0.16 2934 4
0.14 2935 4
-1.45 2936 4
0.14 2937 4
-0.58 2938 4
0.12 2939 4
-1.71 2940 4
0.43 2941 4
0.01 2942 4
0.23 2943 4
-0.29 2944 4
-0.73 2945 4
0.05 2946 4
-1.13 2947 4
-0.21 2948 4
-0.04 2949 4
0.00 2950 4
-0.32 2951 4
-0.51 2952 4
-0.78 2953 4
-0.19 2954 4
-0.36 2955 4
-0.27 2956 4
-0.88 2957 4
-0.10 2958 4
-0.09 2959 4
0.96 2960 4
-0.40 2961 4
-0.21 2962 4
-0.03 2963 4
0.08 2964 4
0.04 2965 4
-0.66 2966 4
-0.60 2967 4
-0.10 2968 4
0.11 2969 4
-0.61 2970 4
-0.34 2971 4
-1.37 2972 4
-0.07 2973 4
-1.09 2974 4
0.98 2975 4
4.18 2976 4
0.06 2977 4
-1.34 2978 4
0.64 2979 4
0.33 2980 4
0.38 2981 4
0.66 2982 4
0.13 2983 4
-0.05 2984 4
-0.20 2985 4
-0.28 2986 4
-0.41 2987 4
1.49 2988 4
0.23 2989 4
2.43 2990 4
0.88 2991 4
-0.42 2992 4
-0.86 2993 4
2.24 2994 4
-0.83 2995 4
-0.52 2996 4
-1.41 2997 4
2.61 2998 4
-0.10 2999 4
-0.26 3000 4
5.13 3001 4
-1.41 3002 4
-0.39 3003 4
-4.06 3004 4
-0.18 3005 4
1.43 3006 4
7.18 3007 4
0.13 3008 4
-0.73 3009 4
-0.12 3010 4
0.28 3011 4
0.04 3012 4
-1.01 3013 4
2.13 3014 4
0.03 3015 4
0.05 3016 4
1.42 3017 4
0.09 3018 4
-0.44 3019 4
-1.01 3020 4
-0.02 3021 4
-0.55 3022 4
-0.22 3023 4
-1.01 3024 4
-0.61 3025 4
-1.45 3026 4
-0.40 3027 4
-0.74 3028 4
-1.09 3029 4
-1.53 3030 4
0.25 3031 4
-4.16 3032 4
-0.04 3033 4
-0.22 3034 4
0.18 3035 4
-6.58 3036 4
-0.18 3037 4
4.95 3038 4
-0.82 3039 4
-1.14 3040 4
-0.42 3041 4
-0.16 3042 4
0.68 3043 4
-2.23 3044 4
-0.06 3045 4
-0.64 3046 4
6.50 3047 4
-3.57 3048 4
0.61 3049 4
-5.43 3050 4
-1.07 3051 4
0.02 3052 4
1.20 3053 4
-0.26 3054 4
-0.19 3055 4
-0.34 3056 4
0.29 3057 4
-0.53 3058 4
0.59 3059 4
0.24 3060 4
-0.51 3061 4
-0.47 3062 4
-0.96 3063 4
-0.38 3064 4
0.18 3065 4
0.17 3066 4
-0.42 3067 4
-0.13 3068 4
0.92 3069 4
1.17 3070 4
-0.22 3071 4
-1.05 3072 4
-1.92 3073 4
0.01 3074 4
-0.39 3075 4
-0.11 3076 4
-1.20 3077 4
0.27 3078 4
0.21 3079 4
0.09 3080 4
-0.02 3081 4
-0.11 3082 4
-0.64 3083 4
-0.46 3084 4
-0.26 3085 4
-0.21 3086 4
1.03 3087 4
-0.59 3088 4
-0.98 3089 4
-0.03 3090 4
-0.23 3091 4
49.14 3092 4
2.22 3093 4
0.47 3094 4
