E T Indicator
-0.10 9406 12
0.24 9407 12
0.32 9408 12
0.36 9409 12
0.22 9410 12
-0.16 9411 12
-0.11 9412 12
0.33 9413 12
0.12 9414 12
-0.12 9415 12
-0.09 9416 12
-0.03 9417 12
-0.17 9418 12
-0.28 9419 12
0.04 9420 12
-0.18 9421 12
-0.11 9422 12
-0.05 9423 12
0.33 9424 12
-0.24 9425 12
-0.01 9426 12
-0.21 9427 12
0.07 9428 12
0.19 9429 12
0.02 9430 12
-0.01 9431 12
-0.05 9432 12
0.22 9433 12
0.16 9434 12
0.34 9435 12
-0.15 9436 12
-0.16 9437 12
0.18 9438 12
0.12 9439 12
0.17 9440 12
0.01 9441 12
0.20 9442 12
0.16 9443 12
0.39 9444 12
-1.24 9445 12
0.03 9446 12
-0.10 9447 12
0.08 9448 12
-0.43 9449 12
0.32 9450 12
0.05 9451 12
-0.07 9452 12
-0.48 9453 12
0.26 9454 12
-0.17 9455 12
0.25 9456 12
-0.26 9457 12
-0.14 9458 12
-0.02 9459 12
0.13 9460 12
-0.46 9461 12
0.11 9462 12
0.28 9463 12
0.10 9464 12
0.19 9465 12
0.00 9466 12
0.47 9467 12
0.20 9468 12
0.07 9469 12
1.19 9470 12
-0.02 9471 12
-0.12 9472 12
0.47 9473 12
-0.13 9474 12
-0.16 9475 12
-0.07 9476 12
-0.49 9477 12
-1.11 9478 12
4267.00 9479 12
0.14 9480 12
0.41 9481 12
0.43 9482 12
0.05 9483 12
0.30 9484 12
0.22 9485 12
0.27 9486 12
0.02 9487 12
-0.53 9488 12
-0.27 9489 12
-0.49 9490 12
-0.26 9491 12
0.11 9492 12
0.17 9493 12
-0.02 9494 12
0.06 9495 12
0.25 9496 12
0.32 9497 12
0.05 9498 12
-0.82 9499 12
-0.15 9500 12
-0.43 9501 12
-0.90 9502 12
-0.67 9503 12
-0.69 9504 12
-0.00 9505 12
-0.13 9506 12
-0.13 9507 12
0.01 9508 12
0.37 9509 12
-0.32 9510 12
-0.34 9511 12
-0.51 9512 12
0.07 9513 12
0.22 9514 12
0.23 9515 12
0.72 9516 12
0.40 9517 12
0.03 9518 12
0.15 9519 12
-0.21 9520 12
-0.02 9521 12
0.11 9522 12
-0.20 9523 12
0.65 9524 12
-0.12 9525 12
-0.11 9526 12
0.06 9527 12
-0.19 9528 12
0.11 9529 12
-0.31 9530 12
0.15 9531 12
0.47 9532 12
0.15 9533 12
-0.02 9534 12
0.08 9535 12
0.14 9536 12
0.13 9537 12
-0.15 9538 12
-0.38 9539 12
0.16 9540 12
-0.50 9541 12
0.12 9542 12
-0.01 9543 12
-0.33 9544 12
-0.12 9545 12
0.29 9546 12
0.27 9547 12
-0.01 9548 12
0.16 9549 12
0.16 9550 12
-0.21 9551 12
-0.32 9552 12
-0.12 9553 12
-0.12 9554 12
-0.36 9555 12
0.41 9556 12
0.43 9557 12
0.18 9558 12
-0.05 9559 12
1.51 9560 12
-0.21 9561 12
-0.02 9562 12
-0.20 9563 12
-0.07 9564 12
2.84 9565 12
0.55 9566 12
-0.22 9567 12
0.73 9568 12
0.19 9569 12
-0.05 9570 12
0.27 9571 12
0.17 9572 12
0.52 9573 12
-0.09 9574 12
0.31 9575 12
0.24 9576 12
0.41 9577 12
0.14 9578 12
-0.00 9579 12
1.80 9580 12
-0.21 9581 12
0.06 9582 12
-0.28 9583 12
-0.82 9584 12
0.05 9585 12
0.43 9586 12
0.49 9587 12
-0.39 9588 12
0.17 9589 12
-0.37 9590 12
0.02 9591 12
-0.14 9592 12
-0.27 9593 12
0.30 9594 12
-0.32 9595 12
-0.26 9596 12
0.01 9597 12
-0.13 9598 12
-0.16 9599 12
-0.04 9600 12
0.34 9601 13
0.61 9602 13
1.93 9603 13
1.77 9604 13
1.76 9605 13
5.87 9606 13
0.97 9607 13
0.91 9608 13
1.22 9609 13
0.95 9610 13
0.79 9611 13
2.27 9612 13
0.68 9613 13
1.28 9614 13
1.49 9615 13
1.21 9616 13
0.77 9617 13
1.50 9618 13
0.76 9619 13
0.47 9620 13
0.75 9621 13
1.16 9622 13
1.54 9623 13
0.69 9624 13
1.15 9625 13
0.92 9626 13
1.87 9627 13
1.38 9628 13
1.43 9629 13
0.68 9630 13
2.98 9631 13
0.70 9632 13
0.80 9633 13
0.71 9634 13
1.39 9635 13
0.69 9636 13
1.08 9637 13
1.40 9638 13
2.50 9639 13
1.22 9640 13
0.95 9641 13
1.36 9642 13
1.31 9643 13
1.22 9644 13
0.68 9645 13
0.71 9646 13
1.59 9647 13
0.92 9648 13
2.00 9649 13
1.13 9650 13
4.19 9651 13
0.61 9652 13
1.24 9653 13
1.90 9654 13
0.80 9655 13
2.47 9656 13
0.67 9657 13
0.52 9658 13
0.94 9659 13
0.57 9660 13
1.00 9661 13
0.45 9662 13
1.07 9663 13
1.08 9664 13
0.78 9665 13
0.71 9666 13
0.48 9667 13
0.59 9668 13
0.51 9669 13
0.05 9670 13
-3.56 9671 13
-0.21 9672 13
0.04 9673 13
-0.22 9674 13
-0.03 9675 13
-2.32 9676 13
0.50 9677 13
-0.02 9678 13
0.15 9679 13
0.39 9680 13
0.09 9681 13
0.43 9682 13
0.09 9683 13
-0.17 9684 13
-0.01 9685 13
0.52 9686 13
-0.89 9687 13
0.10 9688 13
0.09 9689 13
0.60 9690 13
0.26 9691 13
0.30 9692 13
-0.28 9693 13
0.34 9694 13
0.23 9695 13
0.02 9696 13
-0.26 9697 13
-0.55 9698 13
0.33 9699 13
0.06 9700 13
0.25 9701 13
0.43 9702 13
0.77 9703 13
1.49 9704 13
0.13 9705 13
0.27 9706 13
0.54 9707 13
0.41 9708 13
0.49 9709 13
0.55 9710 13
0.17 9711 13
-0.05 9712 13
0.18 9713 13
0.09 9714 13
-0.19 9715 13
0.23 9716 13
0.38 9717 13
0.04 9718 13
-0.20 9719 13
0.10 9720 13
-0.05 9721 13
0.09 9722 13
0.04 9723 13
0.24 9724 13
0.26 9725 13
-0.02 9726 13
0.20 9727 13
-0.09 9728 13
0.18 9729 13
-0.05 9730 13
0.09 9731 13
-0.32 9732 13
0.36 9733 13
-0.30 9734 13
-0.55 9735 13
0.09 9736 13
-0.15 9737 13
-0.06 9738 13
0.07 9739 13
0.04 9740 13
0.07 9741 13
-0.05 9742 13
-0.03 9743 13
0.27 9744 13
0.09 9745 13
-1.86 9746 13
0.15 9747 13
-0.01 9748 13
0.00 9749 13
0.30 9750 13
-0.29 9751 13
0.16 9752 13
-0.25 9753 13
0.33 9754 13
0.54 9755 13
-0.22 9756 13
0.09 9757 13
0.24 9758 13
0.28 9759 13
-0.26 9760 13
-0.25 9761 13
0.10 9762 13
0.14 9763 13
3.29 9764 13
-0.41 9765 13
-0.43 9766 13
0.16 9767 13
0.20 9768 13
0.51 9769 13
0.11 9770 13
0.41 9771 13
0.32 9772 13
0.47 9773 13
0.03 9774 13
-0.06 9775 13
0.11 9776 13
0.30 9777 13
0.01 9778 13
-0.00 9779 13
-0.26 9780 13
0.08 9781 13
0.36 9782 13
0.26 9783 13
0.06 9784 13
-0.11 9785 13
0.04 9786 13
-0.10 9787 13
-0.22 9788 13
0.05 9789 13
-0.25 9790 13
-0.14 9791 13
0.05 9792 13
0.24 9793 13
0.60 9794 13
0.25 9795 13
0.17 9796 13
0.27 9797 13
0.30 9798 13
0.01 9799 13
-0.15 9800 13
-0.29 9801 13
-0.22 9802 13
-0.01 9803 13
-0.19 9804 13
0.28 9805 13
0.08 9806 13
0.06 9807 13
0.12 9808 13
0.09 9809 13
-1.03 9810 13
-0.11 9811 13
0.09 9812 13
0.30 9813 13
0.14 9814 13
0.01 9815 13
0.34 9816 13
0.23 9817 13
-0.04 9818 13
-0.08 9819 13
0.37 9820 13
-0.06 9821 13
-0.44 9822 13
-0.02 9823 13
0.00 9824 13
-0.00 9825 13
0.27 9826 13
0.03 9827 13
-0.01 9828 13
0.00 9829 13
-0.27 9830 13
0.02 9831 13
-0.41 9832 13
-1.38 9833 13
0.21 9834 13
0.17 9835 13
0.08 9836 13
0.08 9837 13
-0.07 9838 13
-0.25 9839 13
0.44 9840 13
0.14 9841 13
0.15 9842 13
0.25 9843 13
0.04 9844 13
0.37 9845 13
0.29 9846 13
-0.44 9847 13
0.01 9848 13
0.05 9849 13
-0.06 9850 13
0.23 9851 13
0.23 9852 13
0.26 9853 13
0.46 9854 13
0.22 9855 13
0.10 9856 13
-0.32 9857 13
0.12 9858 13
0.24 9859 13
0.03 9860 13
-0.06 9861 13
0.09 9862 13
0.22 9863 13
-0.06 9864 13
-0.10 9865 13
0.10 9866 13
-0.32 9867 13
0.02 9868 13
0.19 9869 13
0.11 9870 13
-0.26 9871 13
0.17 9872 13
0.29 9873 13
0.14 9874 13
0.25 9875 13
0.34 9876 13
30.86 9877 13
0.00 9878 13
0.13 9879 13
-0.02 9880 13
-0.33 9881 13
-0.02 9882 13
0.21 9883 13
0.40 9884 13
0.40 9885 13
0.68 9886 13
0.08 9887 13
2.62 9888 13
-3.30 9889 13
1.65 9890 13
-0.14 9891 13
-1.89 9892 13
5.48 9893 13
-0.39 9894 13
1.55 9895 13
-0.99 9896 13
7.62 9897 13
0.66 9898 13
0.62 9899 13
0.39 9900 13
-0.38 9901 13
-0.15 9902 13
-1.14 9903 13
0.28 9904 13
-11.93 9905 13
-1.90 9906 13
0.49 9907 13
0.12 9908 13
1.87 9909 13
-8.29 9910 13
0.13 9911 13
0.51 9912 13
0.33 9913 13
0.56 9914 13
1.27 9915 13
0.33 9916 13
-1.34 9917 13
-0.16 9918 13
0.25 9919 13
0.58 9920 13
4.87 9921 13
0.96 9922 13
0.12 9923 13
0.53 9924 13
0.09 9925 13
-0.69 9926 13
7.80 9927 13
0.81 9928 13
0.27 9929 13
-0.85 9930 13
-0.71 9931 13
1.39 9932 13
4.86 9933 13
1.26 9934 13
3.35 9935 13
0.58 9936 13
0.87 9937 13
1.97 9938 13
-0.80 9939 13
0.11 9940 13
0.14 9941 13
0.51 9942 13
-0.07 9943 13
0.21 9944 13
-0.15 9945 13
0.46 9946 13
-2.75 9947 13
0.42 9948 13
2.66 9949 13
0.38 9950 13
-2.27 9951 13
0.19 9952 13
5.67 9953 13
0.10 9954 13
0.60 9955 13
-0.50 9956 13
-0.08 9957 13
1.00 9958 13
-1.68 9959 13
-11.74 9960 13
0.41 9961 13
-0.18 9962 13
-0.81 9963 13
0.49 9964 13
-0.63 9965 13
-0.16 9966 13
0.83 9967 13
-0.01 9968 13
2.21 9969 13
0.10 9970 13
1.46 9971 13
0.55 9972 13
0.89 9973 13
-10.83 9974 13
0.11 9975 13
-0.15 9976 13
0.28 9977 13
0.46 9978 13
-0.00 9979 13
0.13 9980 13
0.14 9981 13
0.53 9982 13
-0.00 9983 13
-0.02 9984 13
-0.07 9985 13
-0.17 9986 13
0.09 9987 13
0.00 9988 13
0.56 9989 13
1.27 9990 13
-0.23 9991 13
0.59 9992 13
0.69 9993 13
-0.39 9994 13
-0.00 9995 13
1.07 9996 13
9.13 9997 13
-1.89 9998 13
-0.66 9999 13
0.40 10000 13
0.26 10001 13
0.12 10002 13
-0.49 10003 13
0.05 10004 13
-0.10 10005 13
-2.26 10006 13
-1.02 10007 13
-0.49 10008 13
-1.97 10009 13
-0.98 10010 13
2.19 10011 13
0.43 10012 13
2.34 10013 13
2.15 10014 13
1.34 10015 13
-0.09 10016 13
7.60 10017 13
-73.85 10018 13
3.71 10019 13
-0.39 10020 13
0.28 10021 13
0.63 10022 13
0.03 10023 13
-0.41 10024 13
0.40 10025 13
0.50 10026 13
0.48 10027 13
1.74 10028 13
1.82 10029 13
-2.85 10030 13
0.34 10031 13
0.33 10032 13
0.24 10033 13
0.40 10034 13
1.42 10035 13
0.06 10036 13
-1.66 10037 13
-0.07 10038 13
-0.52 10039 13
0.73 10040 13
0.25 10041 13
-0.14 10042 13
-3.42 10043 13
0.10 10044 13
0.41 10045 13
-0.33 10046 13
0.03 10047 13
0.17 10048 13
-1.21 10049 13
0.33 10050 13
-1.50 10051 13
1.23 10052 13
-0.78 10053 13
0.79 10054 13
2.21 10055 13
0.15 10056 13
-0.45 10057 13
1.37 10058 13
-0.01 10059 13
17.32 10060 13
-1.40 10061 13
0.47 10062 13
0.62 10063 13
1.42 10064 13
-12.43 10065 13
-0.20 10066 13
-5.46 10067 13
2.88 10068 13
-0.03 10069 13
-0.37 10070 13
-0.72 10071 13
1.14 10072 13
0.44 10073 13
0.98 10074 13
0.49 10075 13
-0.06 10076 13
0.37 10077 13
0.60 10078 13
-0.10 10079 13
0.34 10080 13
-0.22 10081 13
1.32 10082 13
1.17 10083 13
2.06 10084 13
0.40 10085 13
0.61 10086 13
0.42 10087 13
5.71 10088 13
0.60 10089 13
0.28 10090 13
-0.11 10091 13
0.09 10092 13
0.93 10093 13
0.33 10094 13
0.06 10095 13
-0.19 10096 13
0.23 10097 13
0.39 10098 13
0.26 10099 13
0.21 10100 13
-0.47 10101 13
0.09 10102 13
-0.67 10103 13
-0.53 10104 13
1.20 10105 13
-0.50 10106 13
-0.48 10107 13
0.11 10108 13
-0.20 10109 13
2.69 10110 13
-0.70 10111 13
-0.35 10112 13
-0.33 10113 13
-0.09 10114 13
5.19 10115 13
-0.09 10116 13
0.84 10117 13
0.71 10118 13
0.57 10119 13
-0.54 10120 13
4.65 10121 13
-1.94 10122 13
-0.48 10123 13
-1.89 10124 13
0.53 10125 13
0.93 10126 13
0.67 10127 13
-1.04 10128 13
-0.08 10129 13
2.22 10130 13
-0.59 10131 13
0.16 10132 13
-0.04 10133 13
0.60 10134 13
0.76 10135 13
0.11 10136 13
0.77 10137 13
-0.00 10138 13
0.52 10139 13
1.65 10140 13
0.40 10141 13
0.18 10142 13
0.41 10143 13
0.29 10144 13
0.51 10145 13
0.80 10146 13
0.23 10147 13
0.30 10148 13
-0.00 10149 13
0.55 10150 13
-0.05 10151 13
1.32 10152 13
0.34 10153 13
-0.03 10154 13
0.49 10155 13
0.36 10156 13
-0.07 10157 13
0.18 10158 13
-0.31 10159 13
-4.27 10160 13
0.31 10161 13
0.52 10162 13
-0.67 10163 13
-5.51 10164 13
0.26 10165 13
1.50 10166 13
0.47 10167 13
0.34 10168 13
0.08 10169 13
-0.56 10170 13
0.84 10171 13
0.34 10172 13
0.36 10173 13
-12.19 10174 13
-0.65 10175 13
0.40 10176 13
0.63 10177 13
-0.28 10178 13
4.21 10179 13
0.16 10180 13
-0.06 10181 13
-0.24 10182 13
0.37 10183 13
-0.72 10184 13
0.10 10185 13
2.42 10186 13
0.01 10187 13
0.28 10188 13
0.10 10189 13
3.54 10190 13
0.66 10191 13
0.47 10192 13
0.01 10193 13
0.39 10194 13
0.18 10195 13
0.24 10196 13
0.34 10197 13
2.31 10198 13
0.42 10199 13
-0.24 10200 13
0.37 10201 13
0.85 10202 13
0.99 10203 13
0.32 10204 13
-0.38 10205 13
0.71 10206 13
0.25 10207 13
0.62 10208 13
0.40 10209 13
-0.57 10210 13
-0.12 10211 13
-1.90 10212 13
0.16 10213 13
0.02 10214 13
0.93 10215 13
0.13 10216 13
-0.48 10217 13
0.30 10218 13
-0.16 10219 13
0.11 10220 13
0.57 10221 13
0.16 10222 13
0.17 10223 13
0.25 10224 13
0.70 10225 13
0.39 10226 13
0.28 10227 13
-0.22 10228 13
1.32 10229 13
-0.17 10230 13
0.32 10231 13
-5.72 10232 13
58.88 10233 13
-0.44 10234 13
0.05 10235 13
-1.38 10236 13
0.34 10237 13
0.00 10238 13
0.14 10239 13
0.98 10240 13
0.27 10241 13
0.05 10242 13
0.81 10243 13
-1.91 10244 13
0.60 10245 13
1.45 10246 13
0.63 10247 13
0.11 10248 13
-0.21 10249 13
0.23 10250 13
-0.02 10251 13
0.16 10252 13
0.37 10253 13
0.42 10254 13
0.49 10255 13
0.51 10256 13
0.29 10257 13
0.26 10258 13
0.07 10259 13
0.56 10260 13
0.17 10261 13
-0.27 10262 13
0.33 10263 13
0.18 10264 13
-0.08 10265 13
0.46 10266 13
0.83 10267 13
3.33 10268 13
-0.39 10269 13
-0.40 10270 13
0.63 10271 13
1.69 10272 13
0.20 10273 13
-0.47 10274 13
0.51 10275 13
-1.22 10276 13
-0.35 10277 13
-0.05 10278 13
0.35 10279 13
0.02 10280 13
-0.07 10281 13
-0.37 10282 13
0.67 10283 13
1.42 10284 13
-1.05 10285 13
0.42 10286 13
0.31 10287 13
-0.02 10288 13
0.41 10289 13
-0.17 10290 13
-1.45 10291 13
0.18 10292 13
-1.10 10293 13
1.06 10294 13
-0.28 10295 13
0.31 10296 13
0.42 10297 13
-0.66 10298 13
0.91 10299 13
4.24 10300 13
-0.07 10301 13
-0.69 10302 13
0.28 10303 13
0.11 10304 13
0.61 10305 13
1.92 10306 13
2.19 10307 13
0.56 10308 13
0.30 10309 13
2.01 10310 13
-1.76 10311 13
-0.25 10312 13
-0.83 10313 13
1.86 10314 13
0.25 10315 13
-0.22 10316 13
1.16 10317 13
0.09 10318 13
0.91 10319 13
-0.06 10320 13
-0.37 10321 13
-3.52 10322 13
-0.09 10323 13
-0.08 10324 13
1.08 10325 13
-0.79 10326 13
2.05 10327 13
0.26 10328 13
1.92 10329 13
-0.05 10330 13
0.95 10331 13
-0.81 10332 13
-0.37 10333 13
-0.81 10334 13
-0.22 10335 13
0.24 10336 13
0.53 10337 13
1.55 10338 13
0.07 10339 13
0.41 10340 13
2.20 10341 13
-2.31 10342 13
0.88 10343 13
-2.34 10344 13
-0.09 10345 13
-4.43 10346 13
0.47 10347 13
-0.03 10348 13
0.38 10349 13
0.38 10350 13
0.36 10351 13
0.64 10352 13
0.28 10353 13
-0.77 10354 13
0.46 10355 13
3.16 10356 13
0.26 10357 13
-0.14 10358 13
-2.44 10359 13
0.32 10360 13
1.23 10361 13
0.27 10362 13
11.15 10363 13
1.40 10364 13
-0.08 10365 13
0.25 10366 13
0.85 10367 13
0.47 10368 13
0.45 10369 13
2.27 10370 13
0.13 10371 13
0.14 10372 13
0.18 10373 13
-0.10 10374 13
-0.91 10375 13
0.16 10376 13
-3.19 10377 13
-1.77 10378 13
12.32 10379 13
-0.08 10380 13
-1.48 10381 13
-0.13 10382 13
-0.35 10383 13
-0.32 10384 13
-2.57 10385 13
-1.61 10386 13
0.74 10387 13
-10.93 10388 13
0.47 10389 13
1.87 10390 13
0.11 10391 13
1.41 10392 13
3.75 10393 13
0.37 10394 13
1.93 10395 13
-0.53 10396 13
0.81 10397 13
1.87 10398 13
0.21 10399 13
0.06 10400 13
0.04 10401 14
0.18 10402 14
-0.01 10403 14
0.10 10404 14
0.05 10405 14
0.13 10406 14
0.12 10407 14
0.20 10408 14
0.34 10409 14
0.12 10410 14
0.15 10411 14
0.31 10412 14
0.12 10413 14
0.16 10414 14
0.11 10415 14
0.13 10416 14
0.19 10417 14
0.25 10418 14
0.19 10419 14
0.25 10420 14
0.26 10421 14
0.13 10422 14
0.06 10423 14
0.04 10424 14
-0.05 10425 14
0.10 10426 14
-0.03 10427 14
0.21 10428 14
0.13 10429 14
0.01 10430 14
0.16 10431 14
0.35 10432 14
0.10 10433 14
0.19 10434 14
-0.03 10435 14
-0.06 10436 14
0.13 10437 14
0.09 10438 14
0.26 10439 14
0.28 10440 14
-0.02 10441 14
0.04 10442 14
-0.06 10443 14
0.10 10444 14
0.13 10445 14
0.19 10446 14
0.17 10447 14
0.19 10448 14
0.11 10449 14
0.04 10450 14
0.10 10451 14
0.12 10452 14
0.22 10453 14
0.00 10454 14
0.06 10455 14
0.12 10456 14
0.03 10457 14
0.11 10458 14
0.19 10459 14
0.02 10460 14
0.05 10461 14
-0.13 10462 14
0.03 10463 14
0.13 10464 14
0.08 10465 14
0.16 10466 14
0.11 10467 14
0.09 10468 14
0.29 10469 14
0.23 10470 14
0.05 10471 14
0.32 10472 14
0.18 10473 14
0.13 10474 14
0.18 10475 14
0.09 10476 14
0.21 10477 14
0.06 10478 14
0.13 10479 14
0.15 10480 14
-0.00 10481 14
0.09 10482 14
0.14 10483 14
-0.17 10484 14
0.00 10485 14
-0.16 10486 14
0.00 10487 14
-0.13 10488 14
-0.06 10489 14
-0.02 10490 14
0.05 10491 14
0.02 10492 14
-0.08 10493 14
-0.00 10494 14
-0.02 10495 14
-0.09 10496 14
0.01 10497 14
0.12 10498 14
0.08 10499 14
0.03 10500 14
0.12 10501 14
0.09 10502 14
0.20 10503 14
0.23 10504 14
0.23 10505 14
0.16 10506 14
0.32 10507 14
0.25 10508 14
0.04 10509 14
0.05 10510 14
-0.07 10511 14
0.07 10512 14
0.05 10513 14
0.09 10514 14
0.03 10515 14
-0.12 10516 14
0.12 10517 14
0.23 10518 14
0.29 10519 14
0.02 10520 14
0.08 10521 14
0.27 10522 14
0.16 10523 14
-0.18 10524 14
0.08 10525 14
0.29 10526 14
-0.07 10527 14
-0.33 10528 14
0.19 10529 14
0.34 10530 14
0.06 10531 14
0.04 10532 14
0.14 10533 14
-0.09 10534 14
-0.18 10535 14
-0.33 10536 14
0.27 10537 14
0.01 10538 14
-0.18 10539 14
-0.23 10540 14
0.15 10541 14
0.07 10542 14
-0.04 10543 14
0.04 10544 14
-0.22 10545 14
-0.17 10546 14
0.18 10547 14
0.04 10548 14
-0.09 10549 14
-0.26 10550 14
0.18 10551 14
-0.32 10552 14
-0.05 10553 14
0.01 10554 14
-0.06 10555 14
-0.06 10556 14
-0.02 10557 14
-0.45 10558 14
-0.22 10559 14
0.16 10560 14
-0.14 10561 14
0.00 10562 14
-0.09 10563 14
0.08 10564 14
0.01 10565 14
0.08 10566 14
-0.03 10567 14
0.28 10568 14
-0.88 10569 14
0.07 10570 14
0.31 10571 14
0.03 10572 14
0.35 10573 14
1.14 10574 14
-0.02 10575 14
38.07 10576 14
0.62 10577 14
-0.09 10578 14
1.74 10579 14
0.36 10580 14
0.36 10581 14
0.39 10582 14
-0.36 10583 14
-1.82 10584 14
-8.77 10585 14
-0.17 10586 14
-0.60 10587 14
0.40 10588 14
-0.04 10589 14
0.09 10590 14
-0.23 10591 14
-1.87 10592 14
0.08 10593 14
-1.56 10594 14
1.10 10595 14
0.40 10596 14
-0.18 10597 14
-1.67 10598 14
0.00 10599 14
-0.10 10600 14
0.16 10601 14
0.04 10602 14
-0.23 10603 14
-0.09 10604 14
-0.36 10605 14
0.21 10606 14
0.40 10607 14
-0.37 10608 14
-18.48 10609 14
0.66 10610 14
0.23 10611 14
0.79 10612 14
0.78 10613 14
0.72 10614 14
0.74 10615 14
0.54 10616 14
0.83 10617 14
0.17 10618 14
0.84 10619 14
0.64 10620 14
0.73 10621 14
1.65 10622 14
0.57 10623 14
0.80 10624 14
1.20 10625 14
1.07 10626 14
0.77 10627 14
1.02 10628 14
0.63 10629 14
0.67 10630 14
0.34 10631 14
0.88 10632 14
0.60 10633 14
0.66 10634 14
3.91 10635 14
0.68 10636 14
0.68 10637 14
0.60 10638 14
0.33 10639 14
0.39 10640 14
0.67 10641 14
0.20 10642 14
1.63 10643 14
0.91 10644 14
1.53 10645 14
0.84 10646 14
0.85 10647 14
0.85 10648 14
0.67 10649 14
1.23 10650 14
2.10 10651 14
0.53 10652 14
0.74 10653 14
0.32 10654 14
0.55 10655 14
0.60 10656 14
0.36 10657 14
0.63 10658 14
-1.27 10659 14
0.45 10660 14
0.68 10661 14
0.08 10662 14
0.59 10663 14
2.17 10664 14
0.49 10665 14
0.85 10666 14
0.73 10667 14
3.77 10668 14
-0.96 10669 14
0.85 10670 14
0.91 10671 14
0.67 10672 14
0.77 10673 14
0.39 10674 14
0.60 10675 14
1.84 10676 14
0.77 10677 14
-0.70 10678 14
0.50 10679 14
0.53 10680 14
0.47 10681 14
0.45 10682 14
0.63 10683 14
0.73 10684 14
0.67 10685 14
1.04 10686 14
0.54 10687 14
0.74 10688 14
0.58 10689 14
0.54 10690 14
0.49 10691 14
0.44 10692 14
0.79 10693 14
0.57 10694 14
0.27 10695 14
0.95 10696 14
1.18 10697 14
0.69 10698 14
0.55 10699 14
0.95 10700 14
1.93 10701 14
0.89 10702 14
0.74 10703 14
0.79 10704 14
0.53 10705 14
1.01 10706 14
0.49 10707 14
1.25 10708 14
0.75 10709 14
0.43 10710 14
0.67 10711 14
0.64 10712 14
0.83 10713 14
1.09 10714 14
1.15 10715 14
1.24 10716 14
0.31 10717 14
0.74 10718 14
0.66 10719 14
0.26 10720 14
0.18 10721 14
0.96 10722 14
-207.40 10723 14
0.03 10724 14
-1.61 10725 14
0.17 10726 14
-0.18 10727 14
-0.86 10728 14
-0.42 10729 14
1.50 10730 14
0.08 10731 14
-0.30 10732 14
6.46 10733 14
-0.67 10734 14
-0.02 10735 14
-0.29 10736 14
0.00 10737 14
0.69 10738 14
-0.33 10739 14
-0.52 10740 14
0.53 10741 14
0.43 10742 14
-5.89 10743 14
0.61 10744 14
-1.52 10745 14
4.41 10746 14
-0.72 10747 14
-0.53 10748 14
-3.05 10749 14
0.53 10750 14
0.19 10751 14
-0.78 10752 14
-0.33 10753 14
-0.35 10754 14
0.12 10755 14
-0.88 10756 14
-3.23 10757 14
0.55 10758 14
2.58 10759 14
0.66 10760 14
8.01 10761 14
0.00 10762 14
-1.70 10763 14
0.49 10764 14
0.25 10765 14
0.44 10766 14
0.19 10767 14
-0.55 10768 14
-4.97 10769 14
-0.27 10770 14
-7.47 10771 14
13.56 10772 14
-0.23 10773 14
0.27 10774 14
-0.60 10775 14
0.57 10776 14
0.06 10777 14
-0.33 10778 14
0.08 10779 14
2.86 10780 14
0.65 10781 14
1.97 10782 14
-1.30 10783 14
-0.07 10784 14
-0.65 10785 14
0.03 10786 14
-1.40 10787 14
-0.37 10788 14
-0.53 10789 14
-0.04 10790 14
-0.12 10791 14
-0.09 10792 14
3.48 10793 14
0.06 10794 14
-0.07 10795 14
0.51 10796 14
0.75 10797 14
0.12 10798 14
-1.58 10799 14
0.16 10800 14
-0.05 10801 14
0.04 10802 14
0.70 10803 14
0.72 10804 14
1.19 10805 14
1.11 10806 14
1.04 10807 14
3.91 10808 14
0.63 10809 14
1.31 10810 14
0.17 10811 14
-0.23 10812 14
-3.36 10813 14
-0.42 10814 14
0.92 10815 14
8.80 10816 14
1.50 10817 14
9.67 10818 14
0.08 10819 14
-0.00 10820 14
0.37 10821 14
5.00 10822 14
0.73 10823 14
-0.63 10824 14
9.73 10825 14
0.04 10826 14
-1.39 10827 14
0.09 10828 14
0.65 10829 14
0.47 10830 14
1.10 10831 14
13.53 10832 14
0.33 10833 14
0.16 10834 14
0.05 10835 14
0.99 10836 14
0.28 10837 14
-1.06 10838 14
-1.34 10839 14
-9.86 10840 14
0.28 10841 14
0.25 10842 14
-6.14 10843 14
0.66 10844 14
0.37 10845 14
0.47 10846 14
-1.96 10847 14
0.03 10848 14
-0.74 10849 14
8.46 10850 14
0.59 10851 14
0.16 10852 14
0.43 10853 14
0.66 10854 14
-0.42 10855 14
-0.00 10856 14
0.30 10857 14
0.61 10858 14
-0.98 10859 14
0.24 10860 14
0.33 10861 14
0.37 10862 14
-0.25 10863 14
-0.33 10864 14
-0.24 10865 14
0.94 10866 14
0.07 10867 14
-0.27 10868 14
2.28 10869 14
-2.49 10870 14
1.10 10871 14
129.93 10872 14
-0.66 10873 14
-0.57 10874 14
-0.19 10875 14
-0.31 10876 14
0.54 10877 14
-0.23 10878 14
0.02 10879 14
-0.50 10880 14
1.41 10881 14
0.32 10882 14
2.14 10883 14
1.99 10884 14
-0.31 10885 14
0.69 10886 14
-0.76 10887 14
0.56 10888 14
2.56 10889 14
0.01 10890 14
0.13 10891 14
-3.05 10892 14
-0.11 10893 14
-0.13 10894 14
-12.23 10895 14
0.49 10896 14
11.01 10897 14
-5.84 10898 14
1.13 10899 14
0.37 10900 14
0.50 10901 14
1.58 10902 14
0.64 10903 14
-0.52 10904 14
0.39 10905 14
